ISBN10	AUTHOR
2253004022	ANNE-MARIE MARINA-MÉDIAVILLA
2253005274	ALAIN-FOURNIER
2253005274	DANIEL LEUWERS
225300670X	ERICH MARIA REMARQUE
225300670X	ALZIR HELLA
225300670X	OLIVIER BOURNAC
2266084372	ROY LEWIS
2070362388	RENÉ BARJAVEL
2266029460	ALEXANDRA DAVID-NÉEL
2253007102	CHARLES BAUDELAIRE
2253007102	MARIE-JEANNE DURRY
2253007102	YVES FLORENN
2070417743	RAY BRADBURY
2070417743	JACQUES CHAMBON
2070417743	HENRI ROBILLOT
2266033689	RADIGUET
2070384349	EMILE ZOLA
2070384349	HENRI MITTERAND
207053880X	JEAN GIONO
207053880X	WILLI GLASAUER
2070334368	LOUIS PERGAUD
2290314951	COLLECTIF
229000510X	ROBERT A. (ANSON) HEINLEIN
3492207006	STEN NADOLNY
3499177757	CHERYL BENARD
3499177757	EDIT SCHLAFFER
3889774016	CHRISTA WICHTERICH
3502670005	JOHN BLOFELD
0905762487	CHRISTINE OBBO
3499222604	CHRISTA WICHTERICH
3746670055	PETER B HEIM
0140620427	JANE AUSTEN
3596144434	HERA LIND
3442724686	ARUNDHATI ROY
3442724686	ANETTE GRUBE
0385504209	DAN BROWN
0446525502	NICHOLAS SPARKS
0385500769	JANE HAMILTON
0399147012	JACK HIGGINS
0670892963	HELEN FIELDING
0688180639	A. MANETTE ANSAY
0316789089	ANITA SHREVE
0451197275	MAX ALLAN COLLINS
0425184129	DAVE BARRY
0151001006	DAVID GUTERSON
0385505833	JOHN GRISHAM
0679442790	BERNHARD SCHLINK
0679442790	CAROL BROWN JANEWAY
0525943862	ERIC JEROME DICKEY
0609605925	KRISTIN HANNAH
0060191929	PATRICIA GAFFNEY
0743206045	MARY HIGGINS CLARK
0684864843	BARBARA DELINSKY
0684867818	RICHARD PAUL EVANS
0743406176	MARC LEVY
0380978539	LANEY KATZ BECKER
0679603352	JOHN IRVING
0679410430	VLADIMIR NABOKOV
0446523569	NICHOLAS SPARKS
0671042556	JENNIFER LAUCK
0679450440	RICHARD NORTH PATTERSON
0140107649	JOE KEENAN
0609606727	JEANNE RAY
0446527793	NICHOLAS SPARKS
0446531332	NICHOLAS SPARKS
1570717257	TONY PARSONS
0060192631	JANE MCCAFFERTY
0385420161	LAURA ESQUIVEL
0385420161	CATHLEEN TOELKE
0385420161	CAROL &AMP; THOMAS
0345339711	J.R.R. TOLKIEN
052594463X	VENISE BERRY
039304016X	SEBASTIAN JUNGER
0399147128	NORA ROBERTS
0670031046	JAN KARON
0394574745	CORMAC MCCARTHY
0316969443	JAMES PATTERSON
0743230051	MARY HIGGINS CLARK
0743230051	CAROL HIGGINS CLARK
0316693200	JAMES PATTERSON
0316693200	ANDREW GROSS
0684868911	RICHARD PAUL EVANS
0842336214	TRAVIS THRASHER
0399148582	JOHN MCENROE
0399148582	JOHN KAPLAN
0684864320	BARBARA DELINSKY
0525944834	ERIC JEROME DICKEY
0345428900	SALLY MANDEL
0451176812	LINDA LAY SHULER
0671525794	PAUL THEROUX
0718144538	DICK FRANCIS
0446602086	JANET DAILEY
0394551427	CLAUDE LANZMANN
0394551427	SIMONE DE BEAUVOIR
0064407667	LEMONY SNICKET
0064407667	BRETT HELQUIST
0007100221	MATTHEW THOMAS
2253148539	BORIS VIAN
2253148539	NOËL ARNAUD
2253043974	GABRIEL GARCIA MARQUEZ
2253043974	CLAUDE COUFFON
2020315491	LUIS SEPULVEDA
0747549923	HUBERT SELBY
0743462335	JACOB WEISBERG
0140253580	DAVID LODGE
0947782141	LILY SEAFIELD
057120354X	PHILIP ARDAGH
0349101779	IAIN BANKS
0743222229	JACOB WEISBERG
185479549X	DAVID CROMBIE
0140292918	JOHN STEINBECK
1854795554	MICHAEL O'MARA
1858813093	RICHARD BRASSEY
2871290911	WILLIAM VANCE
2871290911	JEAN VAN HAMME
0198604025	R. W. HOLDER
1842151053	FROM THE EDITORS OF SOUTHWATER
2253063339	BERNARD WERBER
1860198597	ANDY SLOSS
0767908473	ALLAN ZOLA KRONZEK
0767908473	ELIZABETH KRONZEK
1842040154	CHARLES L SQUIRE
0140622063	GORDON JARVIE
0571209521	PHILIP ARDAGH
2264009306	BORIS VIAN
1841952931	ALAN SPENCE
0890877564	HELENE SIEGEL
0890877564	KAREN GILLINGHAM
1405200677	A A MILNE
0416196772	A. A. MILNE
0747538069	ERIC THOMPSON
0375501347	ELIZABETH STROUT
0060927240	RUSSELL BANKS
0316776963	DAVID SEDARIS
156341029X	LESLIE FEINBERG
0060934719	NEIL GAIMAN
1886383421	CHRIS ANNE WOLFE
1888451084	LAUREN SANDERS
0451450256	GAEL BAUDINO
1555835953	LAUREN MADDISON
0395877563	CAROL ANSHAW
0962893862	JEAN STEWART
1555834531	EMMA DONOGHUE
0393318435	DEBORAH E. MCDOWELL
0889740828	KAREN X. TULCHINSKY
1563410443	DOROTHY ALLISON
1563899388	JILL THOMPSON
1563411148	JODY SEAY
0553579681	MANDA SCOTT
0553579673	MANDA SCOTT
0451181379	DEAN KOONTZ
0786889160	JEFF FOXWORTHY
0345370740	TERRY BROOKS
0553574175	A.C. CRISPIN
0553574167	A.C. CRISPIN
0553574159	A.C. CRISPIN
0312287240	MADELYN ARNOLD
0679801146	TAMORA PIERCE
0446300101	CAROLYN CHUTE
0821750410	SARA ORWIG
0425142485	DEAN KOONTZ
0451456548	MELISA MICHAELS
0060006048	ISOBEL BIRD
0312906552	FREDERIK POHL
0312906552	C. M. KORNBLUTH
0440117291	VONDA MCINTYRE
0425049981	JOHN VARLEY
0374386676	NANCY GARDEN
0786886463	CHRISTOPHER RICE
0345395379	NICOLA GRIFFITH
0380788497	JANE LINDSKOLD
0307215342	JULIE CAMPBELL
0374343381	NANCY GARDEN
0345403339	LEE SMITH
0440226694	JACQUELINE WOODSON
0440219604	JACQUELINE WOODSON
0767903285	PAT SUMMITT
0345429176	RICHARD BELZER
038529929X	THOMAS HARRIS
1573229571	NICK HORNBY
0345418778	DOUGLAS ADAMS
0517201658	COLLEEN MCCULLOUGH
0743211383	STEPHEN KING
039914370X	ROBERT B. PARKER
1884777805	ANDREW L JOHNSON
0312977905	MARIAN BABSON
0812521331	KATHLEEN O'NEAL GEAR
0812521331	W. MICHAEL GEAR
0451205421	DEAN KOONTZ
0894342789	PAUL PHIFER
0440218535	PETER HOEG
0449207595	ERMA BOMBECK
0670844594	JOHN MORTIMER
039457513X	E.L. DOCTOROW
0394559487	SIMON SCHAMA
0804001944	FRANK WATERS
0590897985	KAREN HESSE
0689832877	KENNETH OPPEL
0689832877	S.D. SCHINDLER
0689829698	CAROL RYRIE BRINK
0689829698	RICHARD MANTEL
0439042917	K. A. APPLEGATE
0064409457	C. S. LEWIS
0064409457	PAULINE BAYNES
0064405052	C. S. LEWIS
0064405052	PAULINE BAYNES
043922165X	SHELLY ROBERTS
0152162445	DIANE DUANE
0152162577	DIANE DUANE
015216250X	DIANE DUANE
1562477528	CAROLEE BROCKMAN
0439221676	RACHEL ROBERTS
0439221684	SHELLEY ROBERTS
0439221684	RACHEL ROBERTS
0439221714	RACHEL ROBERTS
0439221706	RACHEL ROBERTS
0439221730	RACHEL ROBERTS
0440415993	LENSEY NAMIOKA
0895872102	JACKIE EILEEN BEHREND
068983585X	ANDREW CLEMENTS
068983585X	BRIAN SELZNICK
0345391802	DOUGLAS ADAMS
0440219078	LOIS LOWRY
185424597X	BROTHER YUN
185424597X	PAUL HATTAWAY
2080105434	KATHERINE KHODOROWSKY
349913358X	MILENA MOSER
3257201761	PATRICIA HIGHSMITH
3404121686	KEN FOLLETT
3404121686	GABRIELE CONRAD
3404121686	LORE STRASSL
3404118960	KEN FOLLETT
3404118960	JÜRGEN SPEH
3404118960	TILL R. LOHMEYER
3404118960	GABRIELE
0345356578	STEPHEN R. DONALDSON
0345346971	STEPHEN R. DONALDSON
0753804700	BERNHARD SCHLINK
0451155750	STEPHEN KING
0786890436	ELLEN RIMBAUER
0786890436	JOYCE REARDON
0786890436	STEPHEN KING
0415928087	TODD HERZOG
0415928087	SANDER GILMAN
0521427150	JOHN BORNEMAN
0812923278	ROBERT S. MCELVAINE
0884111342	BRAM STOKER
0345428544	MICHAEL A. STACKPOLE
0671694049	DOUGLAS ADAMS
080901582X	LANGSTON HUGHES
0449006557	ANNE PERRY
0373250339	CAROL MATTHEWS
0380820447	CAROLE MATTHEWS
0385497679	JACQUELINE L. TOBIN
0385497679	RAYMOND G. DOBARD
0385497679	MAUDE S. WAH
0451454243	MARION ZIMMER BRADLEY
0941423042	ANDREI CODRESCU
0373871562	CAROLYNE AARSEN
0553101439	LOUIS L'AMOUR
0898151910	JACK CHAPMAN
0835949362	ANTHONY J ALESSANDRA
0880701102	CHARLES R SWINDOLL
039914563X	TOM CLANCY
0312853238	ORSON SCOTT CARD
0688048730	V. A. HOWARD
0688048730	J. H. BARTON
0425161722	TOM CLANCY
0425161722	STEVE PIECZENIK
0385493800	JOHN GRISHAM
0849916399	WALTER P. WILSON
1928791107	BRUCE FRIES
1928791107	MARTY FRIES
067175145X	RUSH LIMBAUGH
0440211727	JOHN GRISHAM
0877192820	ANNE DINGUS
0380002450	KATE CHOPIN
0793133955	KIRK KAZANJIAN
0394178017	DONALD MERRIAM ALLEN
0425134350	TOM CLANCY
0385479689	WILLIAM R. MAPLES
0385479689	MICHAEL BROWNING
0380754851	CARL HAUSMAN
0380538504	RICHARD PECK
044661162X	MICHAEL CONNELLY
0671742566	JUDITH MCNAUGHT
0515122408	LILIAN JACKSON BRAUN
0440222818	JOHN LESCROART
0451204050	JOHN JAKES
038533334X	ALICE MCDERMOTT
0449131548	HILARY BAILEY
0440120470	HOWARD FAST
0451188209	JESSICA FLETCHER
0451188209	DONALD BAIN
0440130913	BELVA PLAIN
0449001954	MARGARET TRUMAN
0345404777	RICHARD NORTH PATTERSON
0451185277	EILEEN GOUDGE
0440224829	DANIELLE STEEL
0671779338	ARNETTE LAMB
0515134368	CATHERINE COULTER
0380759497	PIERS ANTHONY
0380759497	PIERS A. JACOB
3442098424	ANNE RICE
3442098424	MICHAEL SCHULTE
0394578791	WALTER CRONKITE
1558505377	TOM MULA
0373245696	LOIS FAYE DYER
0743201078	SHARON LAMB
068983571X	SIR ARTHUR CONAN DOYLE
0553256785	AGATHA CHRISTIE
0892967994	MARK COHEN
0061064505	SHERRY SHAHAN
0061064505	BETSY HAYNES
1551668785	HELEN R. MYERS
0836230868	DELLA ROWLAND
0381999866	IRVING ADLER
0380817144	ELIZABETH PETERS
0380752115	SHIRLEE BUSBEE
0553212583	EMILY BRONTË
0446364762	SIDNEY SHELDON
0425166619	ROBIN COOK
061312975X	FRANK PERETTI
0765341972	JOHN A. KEEL
0590514776	JAN GABRIEL
0373037430	REBECCA WINTERS
0064472779	MEG CABOT
0553581279	TANITH LEE
0373750013	CATHY THACKER
0393030342	RICHARD BURTON
0553561618	TAMI HOAG
0312422156	JEFFREY EUGENIDES
0425139069	BEVERLY HASTINGS
0450029956	SAVINIEN CYRANO DE BERGERAC
0450029956	G. STRACHAN
0130139165	JAMES C. ROBERTSON
0373196741	TERESA SOUTHWICK
0451524489	KATE CHOPIN
0451524489	BARBARA H. SOLOMON
0140065172	JUDITH GUEST
044022165X	JOHN GRISHAM
0373123485	SANDRA FIELD
0373123108	HELEN BROOKS
0590225170	BLANCHE FISHER WRIGHT
0590225170	BLANCHE FISH WRIGHT
0399143165	ROBIN COOK
044132231X	GEORGE GATELY
0425124347	DEAN R. KOONTZ
0786889705	JAMES LEE BURKE
0312282990	MICHAEL CHABON
0425137945	BARBARA MICHAELS
042512892X	BARBARA MICHAELS
0425113892	BARBARA MICHAELS
0394820371	NORTON JUSTER
0394820371	JULES FEIFFER
0449134482	MICHAEL BLAKE
014036336X	JOHN BELLAIRS
0375821813	CARL HIAASEN
0812516826	CAROLE NELSON DOUGLAS
0345348036	WILLIAM GOLDMAN
0679420118	MARC REISNER
0871137380	MARK BOWDEN
0741409690	JONATHAN PEARCE
0741407213	JONATHAN PEARCE
0759612277	JONATHAN PEARCE
0741402858	JONATHAN PEARCE
1585007366	JONATHAN PEARCE
074141127X	JONATHAN PEARCE
0741403471	JONATHAN PEARCE
0741403781	JONATHAN PEARCE
0741403056	JONATHAN PEARCE
0741405784	JONATHAN PEARCE
0741402912	JONATHAN PEARCE
0553568760	MICHAEL PALMER
034538184X	RICHARD NORTH PATTERSON
0140620125	EMILY BRONTE
0140620109	JANE AUSTEN
0375420827	ALAIN DE BOTTON
0671745530	DOUGLAS ADAMS
0805062971	CHUCK PALAHNIUK
0553211412	EMILY BRONTE
0671510053	E. ANNIE PROULX
1573229385	ADAM DAVIES
0945397410	HARRY M. WALKER
0385334036	NICHOLAS EVANS
0060914653	MILAN KUNDERA
0345347536	PIERS ANTHONY
055321313X	L.M. MONTGOMERY
3473540420	HERMANN VINKE
0375507256	DAVID MITCHELL
0060529709	JONATHAN SAFRAN FOER
0876850867	CHARLES BUKOWSKI
0140274154	JACK KEROUAC
0679743464	HARUKI MURAKAMI
0375704027	HARUKI MURAKAMI
0375704027	JAY RUBIN
0874067391	FRANCES HODGSON BURNETT
0874067391	GABRIELA DELLOSSO
0590484753	PATRICIA C. WREDE
0451527038	JACK LONDON
0451527038	ALEX KERSHAW
1590520777	BRUCE WILKINSON
1590520777	DAVID KOPP
0590484672	PATRICIA C. WREDE
0975311255	MALCOLM GOODWAY
0743237188	ANN-MARIE MACDONALD
0553586122	IRIS JOHANSEN
0553584510	LISA GARDNER
0345341201	FERN MICHAELS
1551662744	LINDA HOWARD
0440175623	BELVA PLAIN
0440216842	BELVA PLAIN
0345443284	SUE MILLER
0553285653	SHERI S. TEPPER
0394800133	DR. SEUSS
0394800133	THEODOR SEUSS GEISEL
0060972777	TOBIAS WOLFF
0064401472	ISAAC BASHEVIS SINGER
0064401472	MAURICE SENDAK
0156001942	MARK HELPRIN
055326382X	GARY ZUKAV
0345418018	JOHN IRVING
0684801469	ERNEST HEMINGWAY
0393961192	ALFRED H. KELLY
0393961192	HERMAN BELZ
0393961192	WINIFRED A. HARBISON
9997522052	EMILE ZOLA
0872203492	PLATO
0872203492	JOHN M. COOPER
0872203492	D. S. HUTCHINSON
0872203492	JOHN M. COOP
0312420145	JONATHAN FRANZEN
0911104542	B KLIBAN
0375401318	JUDY BLUNT
0140253602	WILLIAM TREVOR
0671789422	ALICE WALKER
1566193966	STEPHEN GAZI
014016930X	WALLACE STEGNER
0140077022	DON DELILLO
0679732764	RALPH ELLISON
0553273604	ISABEL ALLENDE
0553273914	ISABEL ALLENDE
0060256672	SHEL SILVERSTEIN
039592720X	JHUMPA LAHIRI
1859671500	LIZ TRIGG
1859671500	TESSA EVELEGH
1859671500	STEWART WALTON
1859671500	SALLY WALTO
0810935627	CHARLES SULLIVAN
0060928336	REBECCA WELLS
0671003755	WALLY LAMB
0553268449	TOM ROBBINS
0684844729	URSULA HEGI
0395051649	SAMUEL RICHARDSON
0395051649	GEORGE SHERBURN
0375705228	VALERIE MARTIN
038001503X	GABRIEL GARCIA MARQUEZ
0835607860	GILL FARRER-HALLS
158574218X	JOHN MORDOCK
158574218X	MYRON KORACH
0806996021	SUSAN BOWES
0440215625	DIANA GABALDON
0316777730	DAVID SEDARIS
0375501851	ZADIE SMITH
0877733759	NATALIE GOLDBERG
0805019367	SUE GRAFTON
0140070206	WILLIAM J. KENNEDY
0140236589	BOB SHACOCHIS
0140042393	JOHN STEINBECK
1590520653	RANDY ALCORN
1590521994	NANCY COBB
1590521994	CONNIE GRIGSBY
3446202218	MARGRIET DE MOOR
3446202218	HELGA VAN BEUNINGEN
3499134446	ARMISTEAD MAUPIN
067142517X	DALE CARNEGIE
0671726889	CLIFFORD STOLL
0446601241	JAMES PATTERSON
0451124340	STEPHEN KING
0345384466	ANNE RICE
0446604801	JAMES PATTERSON
0345422392	ANNE RICE
0679734775	SANDRA CISNEROS
0440414717	GARY PAULSEN
0689715625	MARGUERITE HENRY
0689715625	WESLEY DENNIS
0812539389	TANITH LEE
0152013369	SHERRY GARLAND
0425124819	BARBARA MICHAELS
0345409469	CARL SAGAN
0345409469	ANN DRUYAN
1558747346	KIMBERLY KIRBERGER
0373250177	ARIELLA PAPA
0763615382	MICHAEL J. ROSEN
0965975401	DAWN CHIPMAN
0965975401	PAMELA NELSON
0965975401	MARI FLORENCE
0965975401	NAOMI WAX
0141001771	SHANNON OLSON
068930935X	NAYLOR
0451523369	MARY WOLLSTONECRAFT SHELLEY
0786884622	KAREN STOLZ
0449005569	CLARE NAYLOR
0671027344	STEPHEN CHBOSKY
0786927089	MARGARET WEIS
0786927089	TRACY HICKMAN
0684831058	IVAN DOIG
006019491X	ISABEL ALLENDE
006019491X	MARGARET SAYERS PEDEN
0684819066	SYLVIA NASAR
0375420673	HA JIN
0140368558	ELIZABETH LAIRD
0395353416	HARLAN ELLISON
0066211611	ISABEL ALLENDE
0066211611	MARGARET SAYERS PEDEN FROM THE SPAN
0312254164	DAVID M. GITLITZ
0312254164	DR. LINDA KAY DAVIDSON
3453147243	WOLFGANG HOHLBEIN
3746611229	CHRISTOPH HEIN
3492229336	GABY HAUPTMANN
3453177800	CAROLYN SEE
3423009152	CHRISTA WOLF
3596133319	THOMAS BRUSSIG
3822813397	PIERS VITEBSKY
3426871874	CHRISTOPHER A. WEIDNER
3453171977	ROBERT SILVERBERG
3423620005	JOSTEIN GAARDER
3423620005	GABRIELE HAEFS
034537522X	J.R.R. TOLKIEN
0345375211	J.R.R. TOLKIEN
0345375211	CHRISTOPHER TOLKIEN
034545829X	H.P. LOVECRAFT
0140042520	JACK KEROUAC
0380789035	NEIL GAIMAN
0446677574	PAMELA GRIM
0345358791	ARTHUR C. CLARKE
0060964049	ARMISTEAD MAUPIN
0380558483	JAY BENNETT
1558171398	J. APPLEGATE
0425121046	MICHAEL J. STRACZYNSKI
0441317502	JOHN MYERS MYERS
0804102279	REAY TANNAHILL
0812551389	JACK WHYTE
0345298985	STEPHEN R. DONALDSON
0345316991	STEPHEN R. DONALDSON
034531042X	STEPHEN R. DONALDSON
0345310306	STEPHEN R. DONALDSON
0345310292	STEPHEN R. DONALDSON
034531011X	STEPHEN R. DONALDSON
0679734058	PETER MATTHIESSEN
0451130448	JACK HIGGINS
0553266500	PAUL KENT
0440206154	THOMAS HARRIS
0345370775	MICHAEL CRICHTON
0441366945	ROBIN MCKINLEY
0441366945	PATRICIA MCKILLIP
0441366945	JOAN VINGE
0441366945	JAMES
0553574833	HANK WHITTEMORE
0553574833	CAROLINE HEBARD
0915950839	ELLYN SATTER
0060242388	BILL BRITTAIN
0452265347	AUGUST WILSON
0743457943	FERN MICHAELS
0373484224	NORA ROBERTS
0553205757	MARILYNNE ROBINSON
0060171510	SIGRID NUNEZ
0312421001	PAUL AUSTER
0786000988	AMANDA SCOTT
0380789019	NEIL GAIMAN
0451135989	JOHN FOWLES
0380018179	COLLEEN MCCULLOUGH
0679004785	FODOR'S
0684825821	A'LELIA BUNDLES
0517395754	DOROTHY L. SAYERS
067101420X	JUDE DEVERAUX
0679457313	ARUNDHATI ROY
0394557433	ANNE MORROW LINDBERGH
0553571656	LAURIE R. KING
0312169787	ANITA DIAMANT
0942257324	JEANNE DUPRAU
0805008950	LOUISE ERDRICH
0786866276	MELINDA HAYNES
0151000638	BELLE YANG
0151000638	AMY TAN
0140266771	CAROL SHIELDS
015644450X	ALICE WALKER
0679723420	VLADIMIR NABOKOV
0441004016	TIM POWERS
0671500546	JEAN LORRAH
0140620338	OSCAR WILDE
0460878263	SAMUEL TAYLOR COLERIDGE
0460878263	JOHN BEER
3257061269	PAULO COELHO
3257061269	CORDULA SWOBODA HERZOG
3453210999	BARBARA ERSKINE
3404126661	ANNEGRIT ARENS
3453177622	NICHOLAS SPARKS
3453177622	SUSANNE HÖBEL
3453863593	HANS J. ALPERS
3499108518	JEROME D. SALINGER
3518367064	HERMANN HESSE
3453199766	STEPHEN CHBOSKY
3746670144	CLAUDIA VON ZGLINICKI
3746670144	THORSTEN FUTH
3453088433	WOLFGANG HOHLBEIN
0425137015	LINDA LAEL MILLER
0425137015	ANNA JENNET
0425137015	ELAINE CRAWFORD
0425137015	DIAN
0553572490	JANE FEATHER
0553576976	LOUIS L'AMOUR
0451450604	WILLIAM R. FORSTCHEN
0441001335	SPIDER ROBINSON
0451454677	DENNIS L. MCKIERNAN
0373257074	RUSH
0441435351	LIONEL FENN
0373092237	CAROLE HALSTON
0373057296	CHRISTINE RIMMER
0373058446	BJ JAMES
0349103232	IAIN BANKS
0571197779	MILAN KUNDERA
0679745653	TRUMAN CAPOTE
0571200389	VIKRAM SETH
0785268480	BETH NIMMO
0785268480	DARRELL SCOTT
0785268480	STEVE RABEY
014044503X	JOHANN WOLFGANG VON GOETHE
014044503X	MICHAEL HULSE
014044503X	MICHAEL H
0851707777	THOMAS ELSAESSER
0006276199	ADRIAN PLASS
0551031123	ADRIAN PLASS
0551030682	ADRIAN PLASS
0551032510	ADRIAN PLASS
0551032510	BRIDGET PLASS
000649840X	FRANK MCCOURT
0140431268	THOMAS HARDY
0099771519	ARTHUR GOLDEN
0486265862	STEPHEN QUIRKE
067102535X	ANN RULE
0876855575	CHARLES BUKOWSKI
0330376136	JAMES HERBERT
0140272658	WILLIAM SUTCLIFFE
3407780028	JANOSCH
3407780117	JANOSCH
3257250398	JEAN DE BRUNHOFF
3257250398	JEAN DEBRUNHOFF
3257250053	JEAN DE BRUNHOFF
3257250053	JEAN DEBRUNHOFF
3257250460	PHILIPPE FIX
3442435951	CLAUDIA KELLER
3442435838	F. PAUL WILSON
3442435838	WULF BERGNER
3608919724	ARNOLD A. LAZARUS
3608919724	CLIFFORD N. LAZARUS
3608919724	CHRISTOPH TR
3453132262	CLARISSA PINKOLA ESTÉS
3453132262	MASCHA RABBEN
379411664X	VIRGINIA ALLEN JENSEN
379411664X	DORCAS WOODBURY HALLER
340780573X	JANOSCH
3407805853	JANOSCH
0385720920	CHUCK PALAHNIUK
0385498721	CHUCK PALAHNIUK
0972948503	JOHN PAUL ALLEN
0972948503	ALAN M. CLARK
0380813815	CHRISTOPHER MOORE
2070372294	MICHEL TOURNIER
2264030542	HUBERT JR SELBY
0030615321	G. B. TRUDEAU
0836217632	GARY LARSON
0140099832	GARRISON KEILLOR
0385314744	AL FRANKEN
0316107417	BERKE BREATHED
0894803700	BARBARA ANN KIPFER
0449221164	DICK FRANCIS
0553801031	STEPHEN FRIED
0590457225	PATRICIA C. WREDE
0316929190	GEORGE STEPHANOPOULOS
0553052845	RITA MAE BROWN
0140390693	LOUISA MAY ALCOTT
0140390693	ELAINE SHOWALTER
0140390693	ELAINE SHOWALTE
0439404371	CORNELIA FUNKE
0439404371	OLIVER LATSCH
0939766027	STAN LEE
0939766027	J KIRBY
0679741011	CAMILLE PAGLIA
0345307674	JAMES KAHN
0425071421	ROBERT A. HEINLEIN
0345297687	ANNE MCCAFFREY
0766607119	LOUISA MAY ALCOTT
0766607119	DEVRA NEWBERGER SPEREGEN
0766607119	RICHARD
1573225789	JAMES MCBRIDE
0380754843	LOUIS SACHAR
0380754843	ADAM MCCAULEY
0345368940	ANNE MCCAFFREY
0345331605	ANNE MCCAFFREY
0425050807	ERIC VAN LUSTBADER
044100962X	ROBERT ASPRIN
0553296981	ANNE FRANK
0553296981	B.M. MOOYAART
0553296981	ELEANOR ROOSEVELT
1895383129	MARSHALL GOVINDAN
0375724575	NOMI EVE
067163884X	BRUCE CATTON
0553140434	WILLIAM GIBSON
0029087104	CLEMENT EATON
0425050750	H.G. WELLS
0345285549	TERRY BROOKS
0345285549	DARRELL K. SWEET
0345290240	TERRY BROOKS
0345301870	PIERS ANTHONY
0451169530	STEPHEN KING
067168390X	LARRY MCMURTRY
0385335881	SOPHIE KINSELLA
0385335482	SOPHIE KINSELLA
0553258001	JOHN IRVING
0671679627	JUDY COLLINS
0375704043	OLIVER SACKS
0373871279	CAROLYNE AARSEN
0373484070	ANNETTE BROADRICK
0805063889	BARBARA EHRENREICH
068986020X	RACHEL COHN
0671568809	CAROLYN KEENE
1573228567	RACHEL NAOMI REMEN
0553582658	LUANNE RICE
051513399X	JAYNE ANN KRENTZ
0373218400	NORA ROBERTS
0449217868	JOAN SMITH
0671573020	KAYE GIBBONS
0517006456	BRYN C. COLLINS
0786867086	PETER JENNINGS
0786867086	TODD BREWSTER
1569471800	ELIZA OSBORNE
0374216495	HOWARD NORMAN
0312274572	JOHN GRIESEMER
0316825336	MARLY A. SWICK
0871137631	JOHN L'HEUREUX
0679419152	MOLLY IVINS
0060192895	TONY HILLERMAN
0826308791	FORREST CARTER
0140259198	UMBERTO ECO
0345435249	GREG BEAR
0441003257	NEIL GAIMAN
0441003257	TERRY PRATCHETT
0451202503	SHARYN MCCRUMB
0446606812	NICHOLAS SPARKS
0671028375	KATHY REICHS
0451181468	JEFFREY DEAVER
0399149759	NEVADA BARR
0345384733	MARTIN CRUZ SMITH
0671759361	V.C. ANDREWS
0830724982	STEPHEN HILL
0399146008	ROBIN COOK
3442720001	E.W. HEINE
0515132632	DONNA FLETCHER
044990671X	JEANNE LARSEN
0688124402	BARI WOOD
0929587081	JAMES GOULD COZZENS
155970117X	REIDAR JONSSON
155970117X	MARIANNE RUUTH
0688105408	JUNE VENDALL CLARK
0871130297	ROBERT REILLY
0440500095	KEM NUNN
1570362084	LARRY KING
0060930535	BARBARA KINGSOLVER
0375702709	ERNEST J. GAINES
044990928X	ANNE LAMOTT
0671038184	BRET LOTT
0060916508	ZORA NEALE HURSTON
0756401453	JUDE FISHER
0963270702	SALMAN RUSHDIE
0399242562	G. P. TAYLOR
0552996009	BILL BRYSON
0708881297	ANNE MCCAFFREY
0708881297	RON WALOTSKY
0142000663	JOHN STEINBECK
0590542443	PHILIP PULLMAN
0590112899	PHILIP PULLMAN
0590660543	PHILIP PULLMAN
0345361792	JOHN IRVING
0552999512	JUDY ASTLEY
041619513X	ROGER E. ALLEN
0855030224	MARGARET TEMPEST
0861638522	ENID BLYTON
0861638522	MAUREEN BRADLEY
0575073314	JAMES BARCLAY
0575073004	JAMES BARCLAY
0394404289	KAHLIL GIBRAN
000636988X	LIBBY PURVES
1578562333	JANE KIRKPATRICK
0345458915	TESS GERRITSEN
038531258X	OLIVE ANN BURNS
006092988X	BETTY SMITH
0140317937	MICHAEL ENDE
0140317937	RALPH MANHEIM
0743225406	ANNIE PROULX
0553256696	CORRIE TEN BOOM
0553256696	JOHN SHERRILL
0553256696	ELIZABETH SHERRILL
0785263780	BODIE THOENE
0785263780	BROCK THOENE
0802433243	MARLO SCHALESKY
0375413081	MARK SALZMAN
1400034779	ALEXANDER MCCALL SMITH
038533303X	MICHAEL PATERNITI
0451163753	JOHN FOWLES
0440414520	DOROTHY R. MILLER
0786885688	STEVE MARTIN
0671880187	BANANA YOSHIMOTO
1558506454	ANN RAE JONAS
0895773538	READER'S DIGEST
0385247745	JOSEPH CAMPBELL
0385247745	BILL MOYERS
0385293542	BELVA PLAIN
0802069347	DYANNE GIBSON
0671721038	ISAAC ASIMOV
0671311891	BRUCE COVILLE
0345387007	TERRY BROOKS
037570504X	EDWIDGE DANTICAT
0767902521	BILL BRYSON
0892967048	JOE R LANSDALE
0553377868	ARTURO PEREZ-REVERTE
0553377868	MARGARET JULL COSTA
0472113658	SHEILA O'CONNOR
0609608444	ERIK LARSON
0670032425	SAUL BELLOW
0915811332	DAN MILLMAN
1558744606	JACK CANFIELD
1558744606	MARK VICTOR HANSEN
1558744606	JENNIFER READ HAW
080410753X	AMY TAN
0451526503	MARK TWAIN
0345325818	J.R.R. TOLKIEN
044023767X	NED VIZZINI
014131088X	LAURIE HALSE ANDERSON
043909013X	CHRIS WOODING
0140244824	MARY MCGARRY MORRIS
